WELLNAME = well95
STDEP  =  3000.0000    
ENDEP  =  4137.0313    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, DEN, GR, RT, SP

#DEPTH       AC           CAL          DEN          GR           RT           SP           
3446.0000    48.3783      21.1394      0.0000       21.4483      1153.8383    116.1572     
3446.1250    48.8117      21.1727      0.0000       23.8542      473.9172     116.1006     
3446.2500    50.3042      21.2217      0.0000       26.5765      136.3360     116.0237     
3446.3750    54.2035      21.1922      0.0000       29.6787      69.1299      115.9479     
3446.5000    57.6215      21.1782      0.0000       32.1476      76.0294      115.9298     
3446.6250    59.0897      21.1325      0.0000       37.6538      104.4918     115.8736     
3446.7500    53.3614      21.0709      0.0000       32.5310      149.6813     115.7963     
3446.8750    49.4383      21.0571      0.0000       22.4735      520.0159     115.7782     
3447.0000    47.7537      21.0592      0.0000       18.7428      761.0354     115.7216     
3447.1250    48.8610      21.0608      0.0000       21.5284      257.0629     115.7041     
3447.2500    50.1367      21.0628      0.0000       25.0734      119.5292     115.6473     
3447.3750    51.1717      21.1120      0.0000       30.1996      67.8113      115.5716     
3447.5000    52.4715      21.1771      0.0000       35.3260      77.6171      115.5535     
3447.6250    52.4235      21.2423      0.0000       33.8728      109.9569     115.4974     
3447.7500    50.7389      21.3080      0.0000       31.0911      396.6395     115.4792     
3447.8750    49.3913      21.3255      0.0000       25.5888      1062.2430    115.4221     
3448.0000    48.4288      21.3274      0.0000       21.6683      1923.3872    115.3455     
3448.1250    47.6107      21.3767      0.0000       18.7599      2666.3857    115.2105     
3448.2500    47.2016      21.3939      0.0000       17.6863      4449.4526    115.1732     
3448.3750    47.3462      21.3481      0.0000       17.8780      5886.1719    115.1163     
3448.5000    47.7796      21.2872      0.0000       20.0310      6843.2627    115.0392     
3448.6250    48.2370      21.2730      0.0000       21.9310      6963.9565    114.9624     
3448.7500    48.5259      21.2273      0.0000       24.4633      7021.1084    114.8859     
3448.8750    48.5019      21.2135      0.0000       27.5020      7029.3340    114.8689     
3449.0000    48.1171      21.1677      0.0000       31.7426      7029.3647    114.8115     
3449.1250    47.9969      21.1065      0.0000       32.7572      7004.8306    114.7940     
3449.2500    47.9248      21.0454      0.0000       31.3669      6996.6880    114.7967     
3449.3750    47.8768      20.9836      0.0000       29.4074      6980.4072    114.7986     
3449.5000    47.9011      20.9224      0.0000       32.3195      6980.4360    114.8013     
3449.6250    47.8772      20.9083      0.0000       30.4235      6996.7861    114.8635     
3449.7500    47.8773      20.8626      0.0000       30.5520      6996.8125    114.9448     
3449.8750    47.9015      20.8021      0.0000       33.5273      7021.3877    114.9673     
3450.0000    47.9257      20.7876      0.0000       33.2129      7037.8296    115.0288     
3450.1250    48.0221      20.7421      0.0000       31.8863      7070.7920    115.0511     
3450.2500    48.0704      20.7280      0.0000       35.9371      7087.3550    115.0533     
3450.3750    48.2149      20.7296      0.0000       32.5859      7103.9336    115.1155     
3450.5000    48.3113      20.7792      0.0000       29.7409      7137.2075    115.1375     
3450.6250    48.5280      20.7967      0.0000       31.5775      7153.9185    115.1395     
3450.7500    48.6004      20.7991      0.0000       28.6695      7187.4126    115.1416     
3450.8750    48.7208      20.8485      0.0000       28.9875      7221.0791    115.1444     
3451.0000    48.7931      20.8660      0.0000       31.3933      7246.4502    115.1468     
3451.1250    48.8173      20.8677      0.0000       30.5095      7271.8760    115.2081     
3451.2500    48.7693      20.9167      0.0000       29.4360      7297.4097    115.2306     
3451.3750    48.6011      20.9349      0.0000       26.4012      7314.4834    115.2330     
3451.5000    48.4568      20.9368      0.0000       26.7826      7348.7490    115.2361     
3451.6250    48.4088      20.9391      0.0000       26.7212      7383.1436    115.2379     
3451.7500    48.3849      20.8928      0.0000       25.1416      7409.0576    115.3007     
3451.8750    48.4091      20.8785      0.0000       26.4088      7435.0869    115.3224     
3452.0000    48.4814      20.8333      0.0000       27.4862      7478.6113    115.3242     
3452.1250    48.5057      20.8194      0.0000       30.8411      7504.8662    115.3271     
3452.2500    48.4817      20.8215      0.0000       25.4021      7610.8794    115.3887     
3452.3750    48.2654      20.8232      0.0000       22.2409      8185.4478    115.4113     
3452.5000    48.0489      20.8248      0.0000       19.2062      9383.8008    115.4136     
3452.6250    47.9769      20.8739      0.0000       17.5631      9956.7188    115.4758     
3452.7500    48.2658      20.8917      0.0000       17.6283      8872.7354    115.4971     
3452.8750    48.3141      20.8936      0.0000       21.2362      7343.4116    115.4995     
3453.0000    48.1698      20.8478      0.0000       26.1094      5582.8330    115.5016     
3453.1250    48.0738      20.8342      0.0000       30.3502      4074.8086    115.5042     
3453.2500    48.2664      20.7883      0.0000       34.2112      2102.4043    115.5064     
3453.3750    49.0845      20.7748      0.0000       38.3884      1243.6195    115.5090     
3453.5000    50.1431      20.7290      0.0000       42.6922      1077.2985    115.5111     
3453.6250    50.6244      20.7148      0.0000       49.2735      1171.9137    115.5727     
3453.7500    50.9132      20.7165      0.0000       54.6530      1337.3104    115.5952     
3453.8750    51.4426      20.7183      0.0000       60.0322      1640.7532    115.5980     
3454.0000    52.2606      20.7679      0.0000       65.4749      2521.2822    115.6004     
3454.1250    52.8862      20.7853      0.0000       65.1603      4192.7676    115.6027     
3454.2500    51.1543      20.8347      0.0000       70.4130      5354.3486    115.6058     
3454.3750    50.1921      20.9000      0.0000       62.8232      6724.2686    115.6673     
3454.5000    49.2300      20.9175      0.0000       55.9927      8102.5869    115.6891     
3454.6250    49.4226      20.9196      0.0000       55.6155      8513.1230    115.6913     
3454.7500    50.2888      20.9687      0.0000       56.4394      8562.9131    115.6937     
3454.8750    50.7700      20.9865      0.0000       52.9617      8592.9463    115.7555     
3455.0000    51.1069      21.0360      0.0000       52.6473      8572.9395    115.7779     
3455.1250    51.0108      21.0533      0.0000       52.8390      8582.9668    115.8405     
3455.2500    50.6741      21.1026      0.0000       47.8430      8592.9961    115.8616     
3455.3750    50.3856      21.1676      0.0000       42.7839      8593.0156    115.8646     
3455.5000    50.0971      21.2326      0.0000       45.6959      8593.0313    115.8670     
3455.6250    49.9529      21.2979      0.0000       46.1404      8603.0801    115.8697     
3455.7500    49.7125      21.3158      0.0000       49.3689      8643.3301    115.8719     
3455.8750    49.6645      21.3175      0.0000       47.5360      8714.2188    115.8144     
3456.0000    49.6647      21.3193      0.0000       50.7643      8795.9258    115.7967     
3456.1250    49.7129      21.2268      0.0000       54.3722      8878.3965    115.7403     
3456.2500    49.7611      21.1494      0.0000       54.1843      9173.5156    115.7228     
3456.3750    49.6650      21.0879      0.0000       42.4826      9702.9980    115.7250     
3456.5000    49.5209      21.0738      0.0000       38.8785      10416.8281   115.6688     
3456.6250    49.4248      21.0282      0.0000       39.5131      9829.5254    115.6516     
3456.7500    49.1363      21.0143      0.0000       42.2985      9291.6016    115.5950     
3456.8750    48.8959      21.0159      0.0000       40.4657      9173.2637    115.5767     
3457.0000    48.7036      21.0179      0.0000       37.6208      8676.1328    115.5792     
3457.1250    48.5114      21.0201      0.0000       40.5960      7771.3643    115.5814     
3457.2500    48.3191      21.0219      0.0000       40.4714      6575.5742    115.5248     
3457.3750    48.5597      21.0236      0.0000       43.0673      5890.0601    115.5072     
3457.5000    49.2814      21.0253      0.0000       45.2201      5448.6338    115.5101     
3457.6250    49.4258      21.0276      0.0000       43.5770      4770.3999    115.5126     
3457.7500    49.4260      21.0293      0.0000       45.3502      4209.6128    115.5739     
3457.8750    50.0514      21.0310      0.0000       45.0356      4531.1519    115.5958     
3458.0000    49.8111      21.0330      0.0000       41.8745      5015.4067    115.5988     
3458.1250    49.3302      21.0346      0.0000       44.9132      5428.3994    115.6011     
3458.2500    48.8012      21.0366      0.0000       43.8394      5714.0596    115.6625     
3458.3750    49.0419      20.9916      0.0000       40.3618      5875.9336    115.6852     
3458.5000    49.7154      20.9299      0.0000       42.8942      5882.8018    115.6877     
3458.6250    50.2446      20.8686      0.0000       45.3633      5701.0400    115.6901     
3458.7500    49.7637      20.8068      0.0000       46.6937      5249.4795    115.7524     
3458.8750    49.6677      20.7928      0.0000       43.2795      4243.5146    115.7737     
3459.0000    50.2449      20.7473      0.0000       39.3592      3738.2334    115.7763     
3459.1250    50.4856      20.7334      0.0000       43.4098      3506.1401    115.7786     
3459.2500    50.4857      20.7353      0.0000       41.4505      3246.2622    115.7806     
3459.3750    50.4377      20.7369      0.0000       39.1117      3210.0046    115.8426     
3459.5000    50.3176      20.7391      0.0000       36.2038      3656.5684    115.8651     
3459.6250    50.1975      20.7410      0.0000       35.1932      4416.2969    115.8671     
3459.7500    49.9091      20.7899      0.0000       34.0568      5665.6807    115.8696     
3459.8750    49.8130      20.8549      0.0000       35.4503      7319.8423    115.8721     
3460.0000    49.6207      20.9680      0.0000       37.2235      8848.0723    115.8160     
3460.1250    49.3564      21.0966      0.0000       39.6924      9324.4111    115.7389     
3460.2500    48.9958      21.2250      0.0000       39.8841      9270.2070    115.6624     
3460.3750    48.6353      21.3535      0.0000       36.0271      9237.8652    115.6446     
3460.5000    48.3228      21.4344      0.0000       33.0556      9152.0928    115.5876     
3460.6250    47.7699      21.4990      0.0000       29.1354      9109.5488    115.4517     
3460.7500    47.2891      21.5164      0.0000       25.9109      9088.3193    115.3555     
3460.8750    47.5778      21.5657      0.0000       26.8617      9098.9365    115.2785     
3461.0000    48.0108      21.6308      0.0000       31.4816      9424.6377    115.2021     
3461.1250    48.2514      21.6012      0.0000       30.5348      10083.0947   115.1253     
3461.2500    48.1553      21.5871      0.0000       31.9916      10928.2910   115.0491     
3461.3750    47.8189      21.5414      0.0000       27.8183      10654.6191   114.9725     
3461.5000    47.5305      21.4329      0.0000       26.9979      9727.9150    114.8962     
3461.6250    47.5066      21.3561      0.0000       23.1407      8737.6074    114.8781     
3461.7500    47.6510      21.3417      0.0000       19.3470      8288.9883    114.8800     
3461.8750    47.8916      21.2965      0.0000       21.4366      8079.2754    114.8828     
3462.0000    47.8918      21.2350      0.0000       22.0713      7820.0303    114.8852     
3462.1250    47.7957      21.1739      0.0000       24.9830      7336.0361    114.9474     
3462.2500    47.5795      21.1122      0.0000       28.4013      6744.3438    114.9697     
3462.3750    47.4114      21.0032      0.0000       30.7437      6399.1470    114.9726     
3462.5000    47.4115      20.9732      0.0000       33.4023      6887.4053    114.9743     
3462.6250    47.7242      20.9275      0.0000       36.2510      7499.2554    115.0356     
3462.7500    47.8926      20.8660      0.0000       35.4305      7893.9053    115.0576     
3462.8750    47.9409      20.8046      0.0000       31.3204      8435.5850    115.0605     
3463.0000    48.1814      20.8384      0.0000       33.7262      7654.5356    115.0639     
3463.1250    48.3258      20.9034      0.0000       29.2999      6675.5449    115.0657     
3463.2500    48.3260      20.9687      0.0000       30.0608      6325.2129    115.0677     
3463.3750    48.2540      21.0343      0.0000       29.6201      6406.9316    115.0699     
3463.5000    48.2541      21.0515      0.0000       31.0137      6429.3408    115.1314     
3463.6250    48.3024      21.1006      0.0000       33.2295      6187.8711    115.1539     
3463.7500    48.3265      21.1658      0.0000       36.5842      5645.4414    115.2156     
3463.8750    48.1824      21.1833      0.0000       34.8148      4926.8594    115.2984     
3464.0000    47.2932      21.1382      0.0000       34.6902      4025.0898    115.3200     
3464.1250    46.5721      21.1240      0.0000       28.1130      3396.5371    115.3812     
3464.2500    47.3415      21.0784      0.0000       24.9520      3169.3208    115.4623     
3464.3750    48.7599      21.0647      0.0000       27.8638      3497.4976    115.5440     
3464.5000    49.8659      21.0193      0.0000       31.5348      3746.1221    115.6255     
3464.6250    50.5391      21.0050      0.0000       35.2057      4107.7612    115.7667     
3464.7500    49.4815      21.0069      0.0000       39.7623      4909.8223    115.8084     
3464.8750    48.7845      21.0086      0.0000       44.6984      4770.3906    115.9297     
3465.0000    49.1212      21.0105      0.0000       41.2213      3501.2837    116.0313     
3465.1250    49.5781      21.0122      0.0000       38.6292      2411.3901    116.1125     
3465.2500    49.7705      21.0147      0.0000       39.5800      2235.0776    116.1940     
3465.3750    50.0110      21.0165      0.0000       39.2657      2057.8081    116.2751     
3465.5000    50.3958      21.0660      0.0000       37.4333      1754.5067    116.2974     
3465.6250    50.9487      21.0830      0.0000       34.8416      615.8667     116.3594     
3465.7500    51.8382      21.0854      0.0000       32.6291      441.7782     116.3819     
3465.8750    52.6556      21.0868      0.0000       33.6431      310.1319     116.4432     
3466.0000    53.0162      21.0414      0.0000       39.2751      351.8002     116.4652     
3466.1250    52.5116      21.0271      0.0000       43.1358      493.3402     116.5270     
3466.2500    52.0069      20.9347      0.0000       39.3422      879.1290     116.5492     
3466.3750    51.2379      20.9048      0.0000       31.3101      1936.8356    116.5520     
3466.5000    50.6131      20.8591      0.0000       33.0834      3091.4277    116.4946     
3466.6250    50.0364      20.8447      0.0000       36.8809      5585.3711    116.3586     
3466.7500    49.3154      20.8465      0.0000       38.1480      7286.0205    116.2623     
3466.8750    48.7868      20.8487      0.0000       33.7849      7884.5933    116.1263     
3467.0000    48.7869      20.8980      0.0000       32.3951      7875.4404    116.0889     
3467.1250    49.5802      21.0106      0.0000       31.3847      7848.0029    115.9730     
3467.2500    49.5323      21.0914      0.0000       34.2965      7820.6357    115.8765     
3467.3750    49.0037      21.1088      0.0000       36.0068      7802.4512    115.8597     
3467.5000    48.7154      21.1587      0.0000       35.7553      7766.2061    115.8029     
3467.6250    48.9318      21.1760      0.0000       33.6697      7730.1270    115.7267     
3467.7500    48.7397      21.1779      0.0000       30.2557      7676.3433    115.6492     
3467.8750    48.3553      21.1327      0.0000       32.4716      7570.0068    115.6313     
3468.0000    48.3314      21.0711      0.0000       34.5609      5116.5381    115.5750     
3468.1250    48.3316      21.0568      0.0000       32.1592      2385.2441    115.4984     
3468.2500    48.3798      21.1062      0.0000       34.3750      2181.8242    115.4213     
3468.3750    48.4040      21.1714      0.0000       37.7296      2094.5476    115.4037     
3468.5000    48.3801      21.2367      0.0000       37.1622      2278.9556    115.3468     
3468.6250    48.3802      21.3017      0.0000       35.5826      2794.3159    115.2707     
3468.7500    48.4765      21.3191      0.0000       36.0910      3552.6738    115.2534     
3468.8750    48.6689      21.3689      0.0000       34.1946      4059.2710    115.1962     
3469.0000    48.8132      21.3864      0.0000       37.6126      4171.0303    115.1200     
3469.1250    48.9335      21.3885      0.0000       41.5996      4965.7637    115.0430     
3469.2500    49.0298      21.3903      0.0000       37.6165      6125.6035    115.0257     
3469.3750    49.1501      21.3924      0.0000       37.4917      7413.0244    115.0280     
3469.5000    49.2223      21.3942      0.0000       37.4306      7456.3662    115.0302     
3469.6250    49.3186      21.3963      0.0000       34.5223      7588.2041    115.0326     
3469.7500    49.3908      21.3975      0.0000       33.2590      7775.8828    115.0946     
3469.8750    49.2708      21.4001      0.0000       29.8453      7261.9316    115.1762     
3470.0000    49.0066      21.4015      0.0000       27.4432      5325.0869    115.1982     
3470.1250    48.9106      21.4029      0.0000       33.4546      2646.1187    115.2599     
3470.2500    48.9828      21.3575      0.0000       32.5707      1739.8308    115.2821     
3470.3750    49.2473      21.3433      0.0000       36.1783      1176.8319    115.3439     
3470.5000    49.4156      21.3452      0.0000       35.6742      964.2081     115.3669     
3470.6250    49.1274      21.3948      0.0000       36.1189      1035.4790    115.4283     
3470.7500    48.5028      21.4125      0.0000       35.4252      1377.2451    115.4507     
3470.8750    48.0464      21.4143      0.0000       32.6436      1919.7032    115.4529     
3471.0000    48.0465      21.4633      0.0000       33.3412      2595.3608    115.4556     
3471.1250    48.4071      21.4810      0.0000       31.3821      7012.8984    115.5172     
3471.2500    48.6235      21.4358      0.0000       27.0193      7509.0142    115.5398     
3471.3750    48.7197      21.4217      0.0000       24.9970      7491.5811    115.5413     
3471.5000    48.5757      21.3758      0.0000       22.7848      7482.8906    115.4852     
3471.6250    48.2395      21.3149      0.0000       24.2416      7448.1426    115.4674     
3471.7500    48.0714      21.2534      0.0000       23.3580      7422.1895    115.4691     
3471.8750    48.1196      21.2394      0.0000       21.3990      7413.5859    115.4126     
3472.0000    48.1438      21.1940      0.0000       19.1869      7387.7773    115.3950     
3472.1250    47.9758      21.1798      0.0000       17.9868      7353.4570    115.3975     
3472.2500    47.6156      21.2288      0.0000       17.9257      7336.3926    115.4002     
3472.3750    47.3755      21.2464      0.0000       20.1414      7302.3145    115.4029     
3472.5000    47.1354      21.2008      0.0000       23.0531      7293.8516    115.4047     
3472.6250    47.1836      21.1873      0.0000       26.4709      7268.4424    115.3478     
3472.7500    47.5681      21.1415      0.0000       28.8133      7260.0112    115.3306     
3472.8750    48.0007      21.1276      0.0000       27.1075      7251.5879    115.3332     
3473.0000    48.0970      21.1297      0.0000       30.3985      7268.5244    115.3353     
3473.1250    48.2413      21.0843      0.0000       29.1986      7293.9941    115.3970     
3473.2500    48.4336      21.0700      0.0000       25.1519      7396.8887    115.4201     
3473.3750    48.6259      21.0720      0.0000       23.3827      7804.5156    115.4223     
3473.5000    48.8183      21.1213      0.0000       26.1679      8400.8408    115.4248     
3473.6250    48.8665      21.1393      0.0000       24.7149      9241.3262    115.4863     
3473.7500    48.8666      21.1410      0.0000       23.5787      8430.4961    115.5087     
3473.8750    48.5785      21.1432      0.0000       21.3661      6847.0898    115.5702     
3474.0000    48.5306      21.1445      0.0000       23.5819      6343.2227    115.6524     
3474.1250    48.5787      21.1465      0.0000       24.5327      6387.8271    115.6737     
3474.2500    48.6750      21.1480      0.0000       23.6491      6684.3721    115.7350     
3474.3750    48.8193      21.1025      0.0000       25.4854      6914.3105    115.8168     
3474.5000    48.8674      21.0411      0.0000       25.2982      7295.7422    115.8389     
3474.6250    48.9156      21.0275      0.0000       28.0828      7633.1538    115.8417     
3474.7500    48.9638      21.0291      0.0000       31.9433      8017.4307    115.8439     
3474.8750    48.9639      21.0780      0.0000       32.8938      8330.8838    115.8464     
3475.0000    48.8680      21.1905      0.0000       35.8688      8809.6641    115.8486     
3475.1250    48.7241      21.3189      0.0000       32.0121      9315.9443    115.8511     
3475.2500    48.6761      21.4476      0.0000       29.1675      8572.7773    115.8538     
3475.3750    48.4841      21.5286      0.0000       27.8413      7459.6670    115.7972     
3475.5000    48.3881      21.4993      0.0000       27.6531      7118.3867    115.7796     
3475.6250    48.2442      21.4375      0.0000       23.4169      7346.5391    115.7823     
3475.7500    48.1482      21.4234      0.0000       22.6598      7643.1484    115.7843     
3475.8750    48.1004      21.4253      0.0000       21.7129      8073.1221    115.7868     
3476.0000    48.1965      21.4272      0.0000       20.1965      8457.1563    115.8481     
3476.1250    48.3408      21.3819      0.0000       22.4126      8881.1113    115.9294     
3476.2500    48.5331      21.3675      0.0000       23.0472      9026.6445    116.0710     
3476.3750    48.6774      21.3218      0.0000       20.7718      8901.2363    116.1718     
3476.5000    48.6295      21.3081      0.0000       18.6861      8995.1348    116.3127     
3476.6250    48.4375      21.3576      0.0000       18.1822      9196.3535    116.4734     
3476.7500    48.1494      21.4223      0.0000       18.2470      8633.0547    116.5747     
3476.8750    47.9094      21.6296      0.0000       20.7159      6414.4854    116.6557     
3477.0000    47.8135      21.7901      0.0000       20.5281      3838.6067    116.8560     
3477.1250    47.7655      21.8706      0.0000       17.9365      3341.7568    116.9779     
3477.2500    47.7657      21.9357      0.0000       15.1553      3215.0195    117.0592     
3477.3750    47.7658      21.8586      0.0000       17.6874      3329.9595    117.1998     
3477.5000    47.8140      21.7814      0.0000       19.0809      3496.6611    117.3005     
3477.6250    47.8623      21.6727      0.0000       16.8692      3922.1890    117.3821     
3477.7500    47.9105      21.5953      0.0000       15.4791      4525.6367    117.4636     
3477.8750    47.9586      21.5812      0.0000       16.1770      5718.8496    117.5455     
3478.0000    48.0068      21.5837      0.0000       16.9378      6750.5537    117.6268     
3478.1250    48.1990      21.5853      0.0000       16.3072      7366.5073    117.7086     
3478.2500    48.3433      21.5397      0.0000       17.7008      8145.2437    117.7307     
3478.3750    48.5355      21.5255      0.0000       19.9164      9225.7373    117.7928     
3478.5000    48.8239      21.5276      0.0000       18.9695      7225.0156    117.8141     
3478.6250    48.9681      21.4819      0.0000       17.7064      5504.9180    117.8174     
3478.7500    49.1123      21.4687      0.0000       19.2266      4316.1450    117.8192     
3478.8750    49.1124      21.4700      0.0000       19.2918      3531.0867    117.8215     
3479.0000    49.0885      21.4722      0.0000       18.4080      3124.3098    117.8238     
3479.1250    49.0166      21.4264      0.0000       21.6359      2971.1697    117.7671     
3479.2500    48.9447      21.4124      0.0000       22.8396      3055.3613    117.7495     
3479.3750    48.8248      21.3667      0.0000       23.9801      3052.2852    117.7520     
3479.5000    48.6329      21.3526      0.0000       24.6144      2960.8809    117.6952     
3479.6250    48.4409      21.3543      0.0000       22.9085      3192.3093    117.6775     
3479.7500    48.3689      21.4038      0.0000       23.4799      3518.9790    117.6208     
3479.8750    48.2490      21.4215      0.0000       24.3672      4067.3174    117.6039     
3480.0000    48.2252      21.4709      0.0000       25.0020      4719.6309    117.6061     
3480.1250    48.4415      21.4412      0.0000       24.3709      5751.9404    117.5488     
3480.2500    48.7057      21.4269      0.0000       29.8759      6941.9238    117.5317     
3480.3750    48.9460      21.4289      0.0000       35.1911      7554.9541    117.4753     
3480.5000    49.1863      21.4306      0.0000       33.9279      7769.4170    117.4578     
3480.6250    49.3064      21.3854      0.0000       28.6798      8111.3257    117.4010     
3480.7500    49.3546      21.3713      0.0000       25.2028      8709.6758    117.3834     
3480.8750    49.2827      21.3254      0.0000       24.2557      8942.9961    117.3260     
3481.0000    49.1628      21.3117      0.0000       25.7125      6913.6968    117.1909     
3481.1250    48.9949      21.3134      0.0000       20.3379      5589.9873    117.0945     
3481.2500    48.8989      21.3153      0.0000       19.5810      4604.3774    117.0179     
3481.3750    48.7550      21.3175      0.0000       20.9743      3853.6382    116.9410     
3481.5000    48.6831      21.2716      0.0000       20.2172      3660.0095    116.8647     
3481.6250    48.5872      21.2100      0.0000       23.8244      3522.7007    116.7878     
3481.7500    48.4913      21.1960      0.0000       23.8901      3177.0225    116.7107     
3481.8750    48.4435      21.1982      0.0000       22.1206      2851.0269    116.6343     
3482.0000    48.4676      21.2003      0.0000       23.0081      2550.9297    116.5575     
3482.1250    48.5398      21.2494      0.0000       24.2116      2169.5146    116.4809     
3482.2500    48.9480      21.3145      0.0000       27.0599      1799.3564    116.4040     
3482.3750    49.6204      21.4268      0.0000       27.5044      1659.5396    116.2682     
3482.5000    50.5089      21.5552      0.0000       29.5305      1765.3746    116.1720     
3482.6250    50.9652      21.6361      0.0000       32.8215      1947.7551    116.0949     
3482.7500    49.7409      21.6539      0.0000       32.0644      2316.9612    115.9590     
3482.8750    48.8527      21.6084      0.0000       27.9549      2948.2566    115.8038     
3483.0000    48.0126      21.4994      0.0000       29.2852      3545.1079    115.7070     
3483.1250    48.6369      21.4221      0.0000       27.3895      3990.4814    115.5711     
3483.2500    49.8374      21.2664      0.0000       30.6804      4385.6655    115.3571     
3483.3750    50.3657      21.1731      0.0000       35.6162      4957.6631    115.2400     
3483.5000    49.9097      21.0648      0.0000       39.8559      5721.0781    115.0451     
3483.6250    49.3337      20.9872      0.0000       40.8698      6840.7856    114.8693     
3483.7500    49.0217      20.9255      0.0000       41.5043      7459.6821    114.6542     
3483.8750    48.9018      20.9116      0.0000       41.7594      7529.2637    114.4196     
3484.0000    49.3821      20.8660      0.0000       37.3967      7529.2944    114.1256     
3484.1250    49.8624      20.8525      0.0000       32.8443      7529.3232    113.9301     
3484.2500    50.2946      20.8541      0.0000       31.0751      7529.3481    113.7150     
3484.3750    50.6788      20.8561      0.0000       33.2909      7546.9131    113.4802     
3484.5000    50.4629      20.9051      0.0000       35.3169      7555.7212    113.2455     
3484.6250    49.8869      20.9226      0.0000       33.9272      7582.1558    113.0113     
3484.7500    49.2869      20.9246      0.0000       31.8417      7599.8330    112.8355     
3484.8750    49.0230      20.9264      0.0000       30.7050      7617.5625    112.6200     
3485.0000    48.8791      20.9283      0.0000       26.7221      7626.4492    112.4446     
3485.1250    48.7352      20.9300      0.0000       26.2815      7635.3564    112.1711     
3485.2500    48.6633      20.8845      0.0000       28.9400      7635.3711    112.0348     
3485.3750    48.5915      20.8706      0.0000       31.7248      7617.6689    111.9577     
3485.5000    48.6156      20.8727      0.0000       30.2719      7608.8428    111.8225     
3485.6250    48.6877      20.8752      0.0000       27.9333      7600.0146    111.7849     
3485.7500    49.0480      20.8764      0.0000       28.8208      7600.0459    111.8464     
3485.8750    49.3841      20.9261      0.0000       31.9853      7573.6182    111.9280     
3486.0000    49.8643      20.9432      0.0000       35.1498      7556.0488    112.0097     
3486.1250    50.3925      20.9451      0.0000       38.9468      7538.5205    112.1502     
3486.2500    50.9927      20.9947      0.0000       43.5029      7512.3003    112.2515     
3486.3750    50.9688      21.0596      0.0000       45.0228      7477.4629    112.4519     
3486.5000    49.0008      21.0774      0.0000       43.2535      7477.4917    112.6916     
3486.6250    48.3769      21.0790      0.0000       46.6710      7460.1475    113.0497     
3486.7500    49.5771      21.0809      0.0000       50.0252      7442.8481    113.3879     
3486.8750    50.8733      21.1300      0.0000       53.0000      7442.8765    113.7657     
3487.0000    52.2654      21.1478      0.0000       55.5319      7460.2295    114.2231     
3487.1250    53.2016      21.1499      0.0000       53.3833      7468.9424    114.7002     
3487.2500    52.1697      21.1514      0.0000       49.5901      7477.6533    115.0580     
3487.3750    50.6338      21.1533      0.0000       45.3540      7477.6763    115.4358     
3487.5000    49.5779      21.1554      0.0000       41.6874      7477.7090    115.7030     
3487.6250    48.9300      21.1579      0.0000       41.6897      7495.1367    116.2383     
3487.7500    49.5541      21.1591      0.0000       40.3629      7495.1660    116.8185     
3487.8750    49.9382      21.1133      0.0000       36.3799      7512.6470    117.4982     
3488.0000    49.7224      21.0993      0.0000       33.0295      7503.9463    118.0388     
3488.1250    49.3866      21.0066      0.0000       34.2966      7495.2627    118.4605     
3488.2500    49.1227      20.9293      0.0000       33.1600      7486.5845    118.7425     
3488.3750    48.8829      20.9153      0.0000       34.1105      7469.2236    118.9848     
3488.5000    48.8110      20.9645      0.0000       31.8354      7451.9009    119.1676     
3488.6250    48.8352      21.0297      0.0000       27.7259      7425.9839    119.3307     
3488.7500    49.0033      21.0947      0.0000       29.7518      7426.0083    119.4338     
3488.8750    49.2434      21.1124      0.0000       32.2838      7408.7861    119.5174     
3489.0000    49.4355      21.1616      0.0000       31.9694      7374.4702    119.5409     
3489.1250    49.5796      21.2268      0.0000       31.9083      7348.8047    119.5444     
3489.2500    49.6518      21.2926      0.0000       29.0005      7289.3013    119.5484     
3489.3750    49.7239      21.3101      0.0000       31.9118      7255.5117    119.5521     
3489.5000    49.7480      21.3588      0.0000       38.1122      7205.0962    119.5558     
3489.6250    49.7481      21.4241      0.0000       40.1382      7188.4136    119.4404     
3489.7500    49.7003      21.4416      0.0000       35.0168      7163.4033    119.2852     
3489.8750    49.6044      21.4913      0.0000       34.5762      7146.8037    119.1896     
3490.0000    49.5565      21.5563      0.0000       37.6772      7138.5327    119.1139     
3490.1250    49.4847      21.5737      0.0000       41.6639      7138.5527    118.9786     
3490.2500    49.4368      21.5760      0.0000       40.1476      7130.3027    118.8827     
3490.3750    49.2210      21.5778      0.0000       44.5770      7146.9292    118.7479     
3490.5000    48.8852      21.5793      0.0000       44.2627      7188.6011    118.5923     
3490.6250    48.7894      21.5348      0.0000       32.1206      7298.1919    118.3772     
3490.7500    49.1494      21.5204      0.0000       28.3908      7976.0078    118.2018     
3490.8750    49.5095      21.5218      0.0000       27.4438      8854.9082    117.9869     
3491.0000    49.8215      21.4762      0.0000       30.6714      8373.4238    117.7521     
3491.1250    50.1576      21.4622      0.0000       30.1674      7297.5898    117.8488     
3491.2500    50.4936      21.4170      0.0000       32.3832      6028.3594    117.8431     
3491.3750    50.5657      21.4031      0.0000       34.1560      6182.4326    117.7076     
3491.5000    50.1820      21.4047      0.0000       31.3116      6808.0332    117.6712     
3491.6250    49.5343      21.4062      0.0000       30.1751      7189.0498    117.6138     
