WELLNAME = well68
STDEP  =  3000.0000    
ENDEP  =  4946.0000    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, GR, R1, RT, RXO, SONPHI, SP, VSH

#DEPTH       AC           CAL          GR           R1           RT           RXO          SONPHI       SP           VSH          
4596.7500    -99999.0000  16.2697      44.2419      40.6823      1444.9799    905.4880     NaN          14.0789      0.2446       
4596.8750    -99999.0000  16.4728      45.3828      40.7329      1638.1810    1072.7588    NaN          14.3320      0.2527       
4597.0000    -99999.0000  16.5745      44.8253      40.8343      1815.5778    1288.9099    NaN          14.4901      0.2488       
4597.1250    -99999.0000  16.4988      45.3832      41.1004      2495.4910    1371.0769    NaN          14.6482      0.2527       
4597.2500    -99999.0000  16.3725      46.6762      40.7329      3257.9968    1387.8486    NaN          14.6479      0.2620       
4597.3750    -99999.0000  16.2714      45.8145      41.6707      4124.8525    1474.9392    NaN          14.5842      0.2558       
4597.5000    -99999.0000  16.1703      44.5726      42.1016      5762.5806    1615.1873    NaN          14.4888      0.2469       
4597.6250    -99999.0000  16.0947      43.3814      42.3424      10289.6162   2010.9443    NaN          14.3617      0.2384       
4597.7500    -99999.0000  16.0190      41.9113      42.2157      12020.2139   2346.9736    NaN          14.2663      0.2279       
4597.8750    -99999.0000  15.8925      39.9596      42.0509      12065.0635   2536.6616    NaN          14.1391      0.2140       
4598.0000    -99999.0000  15.7155      38.2107      42.1522      12087.3789   2894.7307    NaN          14.1071      0.2015       
4598.1250    -99999.0000  15.6397      37.7799      42.3423      12087.1133   2848.9431    NaN          14.0751      0.1984       
4598.2500    -99999.0000  15.8175      39.1236      42.4564      12098.0938   3116.9175    NaN          14.1698      0.2080       
4598.3750    -99999.0000  15.9194      39.1998      42.5197      12097.8281   3461.5750    NaN          14.2961      0.2086       
4598.5000    -99999.0000  15.9704      37.8818      42.6084      12097.5225   3873.2595    NaN          14.4225      0.1992       
4598.6250    -99999.0000  15.9960      35.2963      42.8492      12085.9326   4382.8877    NaN          14.4857      0.1807       
4598.7500    -99999.0000  15.9964      37.1724      42.8239      12074.3135   4817.6406    NaN          14.6437      0.1941       
4598.8750    -99999.0000  15.9206      35.9050      43.0647      12040.1582   4567.0903    NaN          14.7702      0.1850       
4599.0000    -99999.0000  15.8450      34.3588      43.4322      12017.3633   4047.2305    NaN          15.0232      0.1740       
4599.1250    -99999.0000  15.7946      31.2662      43.0393      11983.3564   3769.0732    NaN          15.1180      0.1519       
4599.2500    -99999.0000  15.7443      31.7227      42.5449      11727.7021   3579.7646    NaN          15.2761      0.1552       
4599.3750    -99999.0000  15.7192      34.0298      43.2547      11306.7813   3393.5962    NaN          15.6244      0.1716       
4599.5000    -99999.0000  15.6435      35.7791      43.5082      9778.7051    3235.2385    NaN          16.0677      0.1841       
4599.6250    -99999.0000  15.7453      31.9513      43.0772      6824.5986    3012.8975    NaN          16.4476      0.1568       
4599.7500    -99999.0000  15.8217      33.1430      42.6462      5211.0146    2630.2424    NaN          16.8274      0.1653       
4599.8750    -99999.0000  15.8474      33.5234      42.3800      4035.2393    2249.3621    NaN          17.0489      0.1680       
4600.0000    -99999.0000  15.8984      32.1039      42.3293      4216.7427    2000.8145    NaN          17.2704      0.1579       
4600.1250    -99999.0000  15.9242      33.1434      42.4307      5205.7993    1861.5658    NaN          17.3969      0.1653       
4600.2500    -99999.0000  15.9245      31.8507      42.4687      6728.6333    1815.0476    NaN          17.4916      0.1561       
4600.3750    -99999.0000  15.9756      30.9129      42.4813      7313.3794    2017.6300    NaN          17.4913      0.1494       
4600.5000    -99999.0000  16.0267      32.3327      42.8109      7571.0874    2190.9233    NaN          17.4593      0.1595       
4600.6250    -99999.0000  16.0269      33.6004      42.5827      7556.7368    2289.4778    NaN          17.3638      0.1686       
4600.7500    -99999.0000  16.0526      32.3076      42.5066      7326.5923    2381.2817    NaN          17.3002      0.1593       
4600.8750    -99999.0000  16.1038      33.9049      42.6587      6855.0889    2381.2334    NaN          17.2364      0.1707       
4601.0000    -99999.0000  16.1040      34.7417      42.9882      5578.5337    2267.9988    NaN          17.2044      0.1767       
4601.1250    -99999.0000  16.1043      32.7391      43.3178      3750.1758    2086.5769    NaN          17.1724      0.1624       
4601.2500    -99999.0000  16.1047      32.6885      43.2670      2207.1230    1914.2825    NaN          17.1404      0.1621       
4601.3750    -99999.0000  16.0544      33.5506      43.1022      1802.8575    1688.4725    NaN          17.0766      0.1682       
4601.5000    -99999.0000  16.0293      33.0945      43.1529      1503.3005    1476.8003    NaN          17.0446      0.1650       
4601.6250    -99999.0000  15.9790      35.2242      43.2290      1254.6923    1252.3560    NaN          17.0760      0.1802       
4601.7500    -99999.0000  15.9033      37.6582      43.3177      1046.2178    1104.6302    NaN          17.1707      0.1976       
4601.8750    -99999.0000  15.8529      36.3400      42.0500      858.6048     950.8917     NaN          17.2654      0.1881       
4602.0000    -99999.0000  15.8279      38.0895      40.3134      698.0674     847.4135     NaN          17.3285      0.2006       
4602.1250    -99999.0000  15.9043      40.5743      37.2837      541.5823     756.6114     NaN          17.4549      0.2184       
4602.2500    -99999.0000  15.9807      42.5519      34.0765      458.4156     661.7631     NaN          17.3912      0.2325       
4602.3750    -99999.0000  16.3360      42.4507      35.0272      451.5906     594.7408     NaN          17.4542      0.2318       
4602.5000    -99999.0000  16.7419      41.1326      36.2314      508.1431     551.8006     NaN          17.4856      0.2224       
4602.6250    -99999.0000  17.2494      43.9469      37.7272      599.1893     606.5335     NaN          17.4853      0.2425       
4602.7500    -99999.0000  17.3765      46.9134      39.4258      793.5521     692.7916     NaN          17.5166      0.2637       
4602.8750    -99999.0000  17.0219      49.3982      40.9596      1122.1686    763.6528     NaN          17.5163      0.2814       
4603.0000    -99999.0000  16.5659      51.8830      41.2005      1508.5967    886.2549     NaN          17.5160      0.2992       
4603.1250    -99999.0000  16.1099      49.7282      41.0737      1505.7552    1053.8910    NaN          17.4523      0.2838       
4603.2500    -99999.0000  15.8821      51.6300      41.5553      1504.3185    1261.4745    NaN          17.2617      0.2974       
4603.3750    -99999.0000  15.8317      53.9627      40.9849      1501.4736    1308.3796    NaN          17.0396      0.3140       
4603.5000    -99999.0000  15.8067      56.5997      40.1228      1538.4563    1288.8958    NaN          16.7223      0.3329       
4603.6250    -99999.0000  15.8324      54.1153      39.7044      1648.8240    1278.0563    NaN          16.4051      0.3151       
4603.7500    -99999.0000  15.8327      50.6167      40.1861      2438.7952    1340.5547    NaN          16.0878      0.2901       
4603.8750    -99999.0000  15.8331      44.5574      39.9452      3114.0168    1435.3817    NaN          15.6755      0.2468       
4604.0000    -99999.0000  15.8588      42.3518      39.3367      3801.3965    1558.6575    NaN          15.3899      0.2311       
4604.1250    -99999.0000  15.9353      40.5265      39.8438      4817.6353    1716.4628    NaN          15.1361      0.2180       
4604.2500    -99999.0000  16.0370      40.1971      40.3635      6513.0957    1915.1865    NaN          14.9772      0.2157       
4604.3750    -99999.0000  16.0880      41.9974      40.0212      8410.2930    2089.4265    NaN          14.6917      0.2286       
4604.5000    -99999.0000  16.1898      41.1355      40.3507      11434.1074   2251.9407    NaN          14.5961      0.2224       
4604.6250    -99999.0000  16.2408      39.3609      40.9465      11455.2686   2447.6340    NaN          14.4057      0.2097       
4604.7500    -99999.0000  16.2158      40.8570      40.7183      11487.2471   2733.5681    NaN          14.3103      0.2204       
4604.8750    -99999.0000  16.1654      41.4150      40.9338      11508.5059   3894.5579    NaN          14.3100      0.2244       
4605.0000    -99999.0000  16.0390      39.1840      41.2887      11519.0361   4875.9512    NaN          14.3096      0.2085       
4605.1250    -99999.0000  15.7858      35.7613      41.6817      11497.1396   5435.3716    NaN          14.4043      0.1840       
4605.2500    -99999.0000  15.4819      35.3558      42.0366      11486.1494   6030.6553    NaN          14.5308      0.1811       
4605.3750    -99999.0000  15.5076      33.8093      42.2902      11475.1328   6331.4536    NaN          14.5621      0.1701       
4605.5000    -99999.0000  15.6601      31.9078      42.3282      11485.5947   6337.2471    NaN          14.6252      0.1565       
4605.6250    -99999.0000  15.7872      29.7274      42.8479      11496.0791   6260.4160    NaN          14.6565      0.1409       
4605.7500    -99999.0000  15.8890      31.4517      43.0254      11517.3545   6149.8647    NaN          14.6245      0.1532       
4605.8750    -99999.0000  15.9908      32.6943      42.9873      11527.8926   6024.3384    NaN          14.5291      0.1621       
4606.0000    -99999.0000  15.9911      31.6549      42.7971      11538.4033   5929.0645    NaN          14.3386      0.1547       
4606.1250    -99999.0000  15.9407      28.9420      42.9619      11559.6680   5890.1919    NaN          14.2114      0.1353       
4606.2500    -99999.0000  15.8396      29.3985      43.1901      11559.5156   5807.8984    NaN          14.0843      0.1386       
4606.3750    -99999.0000  15.7892      31.4778      43.3295      11548.4160   5526.5615    NaN          14.0523      0.1534       
4606.5000    -99999.0000  15.6882      32.6190      43.3802      11537.2627   5103.5864    NaN          13.9569      0.1616       
4606.6250    -99999.0000  15.6124      31.3767      43.2407      11547.8574   4695.3765    NaN          13.8931      0.1527       
4606.7500    -99999.0000  15.5621      33.0250      43.3421      11569.2168   4180.5205    NaN          13.7977      0.1645       
4606.8750    -99999.0000  15.5624      33.0252      43.2914      11579.7900   3792.4919    NaN          13.7339      0.1645       
4607.0000    -99999.0000  15.4867      35.4341      43.1012      11601.2334   3495.6953    NaN          13.6702      0.1817       
4607.1250    -99999.0000  15.4110      37.7671      43.2026      11611.7207   3785.2368    NaN          13.6064      0.1983       
4607.2500    -99999.0000  15.5635      35.8148      43.4562      11633.2871   4275.1738    NaN          13.6378      0.1844       
4607.3750    -99999.0000  15.7160      36.6010      43.6843      11643.8936   4842.1162    NaN          13.8593      0.1900       
4607.5000    -99999.0000  15.8177      37.7169      43.8745      11654.5732   5645.7622    NaN          13.9224      0.1980       
4607.6250    -99999.0000  15.9196      39.2638      44.0647      11676.1289   6246.4883    NaN          13.8586      0.2090       
4607.7500    -99999.0000  15.9706      40.2275      44.2041      11686.7871   6039.2861    NaN          13.8266      0.2159       
4607.8750    -99999.0000  16.0216      39.6699      44.2548      11697.4551   5741.3354    NaN          13.8579      0.2119       
4608.0000    -99999.0000  16.0473      37.7936      44.1914      11730.1104   5566.5200    NaN          13.8576      0.1985       
4608.1250    -99999.0000  16.0477      33.9142      43.9505      11773.8125   5391.9751    NaN          13.8255      0.1708       
4608.2500    -99999.0000  16.0480      35.2076      43.4560      11817.7178   5208.2373    NaN          13.7301      0.1801       
4608.3750    -99999.0000  16.0483      37.1349      43.3038      11895.1611   5154.7549    NaN          13.6347      0.1938       
4608.5000    -99999.0000  16.1248      37.2111      43.4559      11939.5049   5301.4980    NaN          13.4759      0.1944       
4608.6250    -99999.0000  16.1758      35.3856      43.8236      11995.2822   5498.5654    NaN          13.3804      0.1813       
4608.7500    -99999.0000  16.1509      32.4190      44.0138      12028.7295   5762.0176    NaN          13.1582      0.1601       
4608.8750    -99999.0000  16.0751      32.6980      44.1279      12062.2559   5529.3047    NaN          12.7775      0.1621       
4609.0000    -99999.0000  15.9487      33.8139      44.1786      12095.9287   5281.2080    NaN          12.3651      0.1701       
4609.1250    -99999.0000  15.8222      32.6223      43.8996      12106.9033   5048.9805    NaN          11.9844      0.1616       
4609.2500    -99999.0000  15.6704      32.7492      43.5953      12129.3359   4826.9673    NaN          11.7304      0.1625       
4609.3750    -99999.0000  15.6201      31.1772      43.4685      12140.4346   4768.4595    NaN          11.7301      0.1513       
4609.5000    -99999.0000  15.6711      28.5909      43.7220      12174.3125   4978.2373    NaN          12.0784      0.1328       
4609.6250    -99999.0000  15.7476      29.6814      44.0263      12185.4121   5280.6191    NaN          12.5535      0.1406       
4609.7500    -99999.0000  15.8493      30.9241      44.1911      12185.1045   5487.1938    NaN          12.9018      0.1495       
4609.8750    -99999.0000  16.0018      29.5042      44.1657      12196.2402   5717.8677    NaN          13.3135      0.1393       
4610.0000    -99999.0000  15.4761      30.9718      44.2712      12216.7324   5963.8374    NaN          13.1947      0.1498       
4610.1250    -99999.0000  15.5010      32.4636      44.4094      12251.1602   6164.8594    NaN          13.8203      0.1605       
4610.2500    -99999.0000  15.6779      30.8683      44.7880      12285.6709   6044.9316    NaN          14.1325      0.1491       
4610.3750    -99999.0000  15.7789      32.5120      45.0654      12320.2646   5598.5122    NaN          14.3504      0.1608       
4610.5000    -99999.0000  15.7534      31.9542      44.7987      12297.2900   5317.7163    NaN          14.6314      0.1568       
4610.6250    -99999.0000  15.6519      30.3842      44.5447      12228.5156   5046.2759    NaN          14.7226      0.1456       
4610.7500    -99999.0000  15.6264      31.8762      44.3666      12148.7549   4779.7397    NaN          14.8137      0.1563       
4610.8750    -99999.0000  15.5755      31.2930      44.3783      12092.1182   4617.1108    NaN          14.8727      0.1521       
4611.0000    -99999.0000  15.5500      32.3042      44.5798      12080.8643   4439.2007    NaN          14.9011      0.1593       
4611.1250    -99999.0000  15.5498      33.5686      44.8825      12058.3496   4493.5376    NaN          14.9601      0.1683       
4611.2500    -99999.0000  15.5242      33.8206      45.3751      12047.1406   4851.8794    NaN          14.8935      0.1701       
4611.3750    -99999.0000  15.4734      34.9837      45.6019      12035.9287   5219.2314    NaN          14.9531      0.1785       
4611.5000    -99999.0000  15.3972      36.5010      45.4111      12047.2598   5362.8057    NaN          15.1390      0.1893       
4611.6250    -99999.0000  15.4729      37.7656      45.1951      12036.0615   5464.1196    NaN          15.2304      0.1983       
4611.7500    -99999.0000  15.4980      39.1819      44.9283      12036.1270   5577.7769    NaN          15.3216      0.2084       
4611.8750    -99999.0000  15.4724      38.7001      44.6870      12013.6826   5704.4673    NaN          15.4126      0.2050       
4612.0000    -99999.0000  15.5228      36.6236      44.3823      12013.7480   5905.4321    NaN          15.5036      0.1902       
4612.1250    -99999.0000  15.4973      34.9522      44.7862      12002.5811   6159.4097    NaN          15.6583      0.1782       
4612.2500    -99999.0000  15.5224      32.4707      45.4308      12002.6338   6502.9346    NaN          15.8125      0.1605       
4612.3750    -99999.0000  15.5728      29.8878      46.2145      12013.9336   6258.2100    NaN          15.9672      0.1421       
4612.5000    -99999.0000  15.5725      28.3174      46.4793      12025.2432   6028.3286    NaN          16.1843      0.1308       
4612.6250    -99999.0000  15.5723      31.7334      46.1114      12025.3086   5785.1968    NaN          16.3396      0.1552       
4612.7500    -99999.0000  15.5215      33.5295      45.5156      12036.6426   5577.9087    NaN          16.4301      0.1681       
4612.8750    -99999.0000  15.4453      29.0987      45.1097      12047.9609   5433.6831    NaN          16.5537      0.1364       
4613.0000    -99999.0000  15.3945      29.0216      44.7036      12025.4941   5433.7012    NaN          16.7393      0.1359       
4613.1250    -99999.0000  15.3942      31.7544      44.6773      12036.8145   5515.6743    NaN          16.9575      0.1554       
4613.2500    -99999.0000  15.4446      30.3863      44.7271      12025.6260   5625.1455    NaN          17.0795      0.1456       
4613.3750    -99999.0000  15.4444      32.6888      44.5995      12014.4346   5720.7061    NaN          17.0450      0.1621       
4613.5000    -99999.0000  15.4695      35.1432      44.3075      12014.5000   5861.6084    NaN          17.0097      0.1796       
4613.6250    -99999.0000  15.5705      37.4965      44.4708      12014.5664   6000.3594    NaN          17.0061      0.1964       
4613.7500    -99999.0000  15.6462      39.1665      44.7106      12014.6318   6090.8911    NaN          17.1289      0.2083       
4613.8750    -99999.0000  15.5447      37.2668      45.1273      12014.6982   5972.3921    NaN          17.2198      0.1948       
4614.0000    -99999.0000  15.4432      37.9746      45.1264      12014.7646   5790.8052    NaN          17.3421      0.1998       
4614.1250    -99999.0000  15.3924      39.3914      44.9735      12014.8174   5715.4604    NaN          17.4336      0.2099       
4614.2500    -99999.0000  15.4428      35.7195      44.8460      12014.8828   5823.4434    NaN          17.5572      0.1837       
4614.3750    -99999.0000  15.5438      34.4019      44.6678      11992.4775   5900.2539    NaN          17.6800      0.1743       
4614.5000    -99999.0000  15.6195      34.4262      44.6668      11992.5439   5900.2729    NaN          17.9609      0.1745       
4614.6250    -99999.0000  15.7206      33.3364      44.8810      12015.0674   5883.7510    NaN          18.2423      0.1667       
4614.7500    -99999.0000  15.7963      32.1707      45.0193      12015.1338   5845.3550    NaN          18.3967      0.1584       
4614.8750    -99999.0000  15.8720      34.6510      45.1702      11970.3115   5790.9321    NaN          18.5196      0.1761       
4615.0000    -99999.0000  15.9224      37.5870      45.3087      11936.8047   5704.8901    NaN          18.6097      0.1970       
4615.1250    -99999.0000  15.9222      40.2193      45.4343      11925.7090   5593.8975    NaN          18.6074      0.2159       
4615.2500    -99999.0000  15.8714      39.2055      45.4461      11925.7871   5567.8008    NaN          18.6319      0.2086       
4615.3750    -99999.0000  15.7192      40.9264      45.2551      11937.0010   5715.6299    NaN          18.6317      0.2209       
4615.5000    -99999.0000  15.6937      37.4564      45.2543      11948.2383   5839.9922    NaN          18.7229      0.1961       
4615.6250    -99999.0000  15.6175      34.7714      45.7090      11959.4863   6028.8018    NaN          18.7510      0.1769       
4615.7500    -99999.0000  15.5413      33.1243      46.1006      11970.7451   6159.9849    NaN          18.7472      0.1652       
4615.8750    -99999.0000  15.4651      32.5662      46.7075      11970.8105   6040.1348    NaN          18.7120      0.1612       
4616.0000    -99999.0000  15.4649      36.0344      47.4029      11970.8633   5823.6929    NaN          18.5815      0.1860       
4616.1250    -99999.0000  15.4900      36.5652      47.0727      11959.7363   5641.3408    NaN          18.3563      0.1898       
4616.2500    -99999.0000  15.4897      33.9051      46.7553      11926.2715   5490.3247    NaN          17.9729      0.1708       
4616.3750    -99999.0000  15.4895      31.6502      46.4505      11892.9141   5343.3481    NaN          17.7475      0.1546       
4616.5000    -99999.0000  15.4893      32.2823      46.1836      11859.6240   5510.9434    NaN          17.7121      0.1592       
4616.6250    -99999.0000  15.5144      31.3695      45.9801      11848.5869   5737.2334    NaN          17.7718      0.1526       
4616.7500    -99999.0000  15.5395      31.6470      46.6630      11826.4922   5840.1714    NaN          17.9895      0.1546       
4616.8750    -99999.0000  15.5646      32.4310      47.0800      11782.3740   5978.4282    NaN          18.1443      0.1602       
4617.0000    -99999.0000  15.5643      34.9878      47.1423      11793.4658   6137.1636    NaN          18.4249      0.1785       
4617.1250    -99999.0000  15.5641      36.2785      47.0021      11793.5176   5989.6665    NaN          18.6117      0.1877       
4617.2500    -99999.0000  15.5638      33.3902      46.7606      11782.5547   5769.6240    NaN          18.7347      0.1671       
4617.3750    -99999.0000  15.5636      31.2363      46.5444      11771.6025   5495.6050    NaN          18.8884      0.1517       
4617.5000    -99999.0000  15.6647      32.3750      46.2773      11749.6377   5293.7100    NaN          19.0123      0.1598       
4617.6250    -99999.0000  15.6139      31.5634      46.1120      11727.7402   5132.7461    NaN          19.1667      0.1540       
4617.7500    -99999.0000  15.4870      31.2331      45.8956      11683.9775   5023.4644    NaN          19.3530      0.1517       
4617.8750    -99999.0000  15.3094      30.9534      45.7175      11662.1895   4916.5088    NaN          19.2546      0.1497       
4618.0000    -99999.0000  15.1572      30.0911      45.8811      11651.3486   4820.8442    NaN          19.0609      0.1435       
4618.1250    -99999.0000  15.1317      31.7363      46.0069      11662.3174   4744.7700    NaN          18.8356      0.1553       
4618.2500    -99999.0000  15.1567      32.9005      46.0946      11673.2959   4683.0229    NaN          18.5154      0.1636       
4618.3750    -99999.0000  15.2325      32.4182      46.0177      11673.3604   4683.0356    NaN          18.1946      0.1601       
4618.5000    -99999.0000  15.3336      33.8609      45.8774      11651.5918   4767.0566    NaN          17.8748      0.1704       
4618.6250    -99999.0000  15.4347      34.2906      45.7118      11662.5605   4870.7900    NaN          17.3626      0.1735       
4618.7500    -99999.0000  15.5358      34.6694      45.6475      11673.5400   4939.6563    NaN          17.5191      0.1762       
4618.8750    -99999.0000  15.5609      35.1751      45.6086      11662.6758   5042.4209    NaN          17.8320      0.1798       
4619.0000    -99999.0000  15.5860      35.8834      45.4304      11651.8223   5070.8276    NaN          18.2080      0.1849       
4619.1250    -99999.0000  15.6618      36.8957      45.1001      11630.0938   4921.2373    NaN          18.4895      0.1921       
4619.2500    -99999.0000  15.8135      35.7546      44.7065      11619.2832   4852.6489    NaN          18.7073      0.1840       
4619.3750    -99999.0000  15.9146      36.6404      45.0602      11608.4570   4972.1851    NaN          18.8940      0.1903       
4619.5000    -99999.0000  15.9398      35.1699      45.3252      11565.1523   5104.2085    NaN          19.1436      0.1798       
4619.6250    -99999.0000  16.0409      33.1168      45.5523      11543.5859   5229.9438    NaN          19.3932      0.1651       
4619.7500    -99999.0000  16.1167      31.0382      45.8427      11543.6367   5318.8027    NaN          19.6430      0.1503       
4619.8750    -99999.0000  16.1164      33.1147      45.8038      11468.3184   5409.1738    NaN          19.8608      0.1651       
4620.0000    -99999.0000  16.1162      32.0749      45.6255      11446.9326   5511.3853    NaN          20.1099      0.1577       
4620.1250    -99999.0000  16.0906      28.5014      45.5738      11404.2295   5641.8706    NaN          20.2965      0.1322       
4620.2500    -99999.0000  16.0144      29.4377      46.0288      11287.4814   5363.8506    NaN          20.4516      0.1388       
4620.3750    -99999.0000  15.9129      30.7034      46.3954      10711.2109   4986.2651    NaN          20.6699      0.1479       
4620.5000    -99999.0000  15.8113      30.2969      46.7746      9836.8115    4288.8340    NaN          20.9193      0.1450       
4620.6250    -99999.0000  15.7604      31.0306      47.1916      8924.5498    3797.5420    NaN          21.1692      0.1502       
4620.7500    -99999.0000  15.7602      32.5498      47.3809      9025.3809    3394.1421    NaN          21.1336      0.1611       
4620.8750    -99999.0000  15.7853      34.2211      47.2912      11016.4170   3214.8196    NaN          21.0352      0.1730       
4621.0000    -99999.0000  15.8357      33.6626      46.4921      10051.0313   3340.5779    NaN          20.8734      0.1690       
4621.1250    -99999.0000  15.8355      33.3575      46.3898      8180.7686    3596.9285    NaN          20.6480      0.1668       
4621.2500    -99999.0000  15.7592      35.2568      46.8071      7182.8892    3540.1582    NaN          20.2643      0.1804       
4621.3750    -99999.0000  15.6323      36.9537      47.3381      6201.3765    3312.5710    NaN          19.7217      0.1925       
4621.5000    -99999.0000  15.5561      39.1827      47.6414      5394.2104    3090.9250    NaN          19.4651      0.2084       
4621.6250    -99999.0000  15.4799      39.6378      47.5392      4907.6909    2930.3608    NaN          19.3976      0.2117       
4621.7500    -99999.0000  15.4543      41.4361      47.1327      4427.6011    2799.0154    NaN          19.4258      0.2245       
4621.8750    -99999.0000  15.4287      38.7490      46.4981      4700.9165    2698.6948    NaN          19.4855      0.2053       
4622.0000    -99999.0000  15.3777      39.4323      47.0422      4532.4370    2597.1035    NaN          19.6718      0.2102       
4622.1250    -99999.0000  15.3522      41.4080      47.8903      3935.1143    2726.6243    NaN          19.8586      0.2243       
4622.2500    -99999.0000  15.2760      41.5085      48.0668      3435.7493    2626.4390    NaN          20.1397      0.2251       
4622.3750    -99999.0000  15.1997      43.5603      47.6097      2765.1780    2513.4141    NaN          20.3263      0.2397       
4622.5000    -99999.0000  15.1741      44.9027      46.7978      2123.7383    2380.6165    NaN          20.4809      0.2493       
4622.6250    -99999.0000  15.1739      46.1690      45.8971      1887.4982    2182.1692    NaN          20.5410      0.2583       
4622.7500    -99999.0000  15.1736      44.9263      45.1992      1728.5364    2038.0579    NaN          20.5370      0.2495       
4622.8750    -99999.0000  15.2241      45.3815      45.2996      1712.4336    1898.1262    NaN          20.5019      0.2527       
4623.0000    -99999.0000  15.2746      46.2425      45.2100      1924.9609    1811.3467    NaN          20.3705      0.2589       
4623.1250    -99999.0000  15.3504      47.4835      44.3726      2155.7795    1718.8541    NaN          20.2727      0.2677       
4623.2500    -99999.0000  15.6036      48.4712      44.9673      2432.4226    1965.0057    NaN          20.1425      0.2748       
4623.3750    -99999.0000  16.2370      43.6546      46.1450      2870.6794    2229.6531    NaN          19.9801      0.2404       
4623.5000    -99999.0000  16.3128      43.1720      45.9540      3365.7769    2398.5137    NaN          19.8818      0.2369       
4623.6250    -99999.0000  16.2366      45.0719      45.5474      3223.9480    2587.4180    NaN          19.8145      0.2505       
4623.7500    -99999.0000  16.0082      44.8939      45.6352      3429.3838    2443.8357    NaN          19.8111      0.2492       
4623.8750    -99999.0000  15.7799      46.2618      45.9385      4020.8481    2261.1772    NaN          19.7757      0.2590       
4624.0000    -99999.0000  15.6276      42.6362      46.0642      6759.4814    2416.5439    NaN          19.9935      0.2331       
4624.1250    -99999.0000  15.6273      39.1624      45.7084      10367.5361   2563.3196    NaN          20.1486      0.2083       
4624.2500    -99999.0000  15.5764      34.8774      45.1498      11121.5049   2914.0073    NaN          20.2078      0.1777       
4624.3750    -99999.0000  15.5508      32.1893      45.7065      11069.6318   3403.8228    NaN          20.2360      0.1585       
4624.5000    -99999.0000  15.5253      30.2616      46.0352      11018.0137   4189.9268    NaN          20.2327      0.1447       
4624.6250    -99999.0000  15.4743      28.4606      45.6540      10956.3691   4536.8906    NaN          20.2601      0.1319       
4624.7500    -99999.0000  15.4488      26.3806      45.0320      10925.7002   4701.1694    NaN          20.1269      0.1170       
4624.8750    -99999.0000  15.4485      25.0866      45.3478      10713.0928   4790.0107    NaN          20.1268      0.1078       
4625.0000    -99999.0000  15.4229      21.8904      45.5624      9921.6777    4583.8745    NaN          20.0595      0.0849       
4625.1250    -99999.0000  15.3720      22.8277      45.8911      6932.6948    4051.1406    NaN          19.8971      0.0916       
4625.2500    -99999.0000  15.3464      24.3223      45.4718      3600.4846    3573.6226    NaN          19.7987      0.1023       
4625.3750    -99999.0000  15.3715      25.7663      45.4708      2619.1145    3190.9785    NaN          19.8268      0.1126       
4625.5000    -99999.0000  15.3713      27.6667      45.9642      2291.0066    2624.0234    NaN          19.7596      0.1262       
4625.6250    -99999.0000  15.3457      31.3161      46.3183      2153.7627    2427.8906    NaN          19.6928      0.1523       
4625.7500    -99999.0000  15.3201      29.8449      46.4696      2074.6182    2312.5515    NaN          19.7523      0.1417       
4625.8750    -99999.0000  15.3452      31.5679      46.4179      2155.7795    2215.0967    NaN          19.6853      0.1541       
4626.0000    -99999.0000  15.3704      32.3528      46.1888      2708.8801    2198.5730    NaN          19.4598      0.1597       
4626.1250    -99999.0000  15.3701      29.9429      46.2132      3381.6621    2332.1162    NaN          19.2343      0.1424       
4626.2500    -99999.0000  15.3699      31.6914      46.1362      4301.3145    2432.4438    NaN          18.9772      0.1549       
4626.3750    -99999.0000  15.3443      33.6681      45.8817      5010.2773    2527.6067    NaN          18.7516      0.1691       
4626.5000    -99999.0000  15.2427      35.5434      45.4877      5522.5430    2653.6760    NaN          18.6211      0.1825       
4626.6250    -99999.0000  15.1917      37.2160      45.1318      9593.5088    2849.3279    NaN          18.5855      0.1944       
4626.7500    -99999.0000  15.1406      38.0011      44.6490      10774.2197   3114.3005    NaN          18.5179      0.2000       
4626.8750    -99999.0000  15.0645      41.1699      44.2295      10794.4678   3448.8169    NaN          18.5146      0.2226       
4627.0000    -99999.0000  15.1403      45.1248      43.8991      10814.7529   4028.5703    NaN          18.5429      0.2509       
4627.1250    -99999.0000  15.3429      46.9751      44.1136      10824.9219   4507.4673    NaN          18.5393      0.2641       
4627.2500    -99999.0000  15.4441      47.9379      44.3535      10835.1250   4763.4072    NaN          18.5991      0.2710       
4627.3750    -99999.0000  15.4693      48.5204      44.5048      10835.1719   4949.7764    NaN          18.7217      0.2751       
4627.5000    -99999.0000  15.5958      49.1029      44.5165      10835.2314   4996.3379    NaN          18.8136      0.2793       
4627.6250    -99999.0000  15.6717      48.4934      44.3760      10835.2793   4899.0986    NaN          18.9044      0.2750       
4627.7500    -99999.0000  15.8236      46.7934      44.2735      10845.4912   5071.7544    NaN          18.9648      0.2628       
4627.8750    -99999.0000  15.7727      44.1043      44.3487      10855.7012   5119.4663    NaN          18.9928      0.2436       
4628.0000    -99999.0000  15.5442      41.1868      44.5000      10855.7490   5071.7822    NaN          18.9255      0.2228       
4628.1250    -99999.0000  15.3411      39.2077      44.7273      10865.9561   5010.4531    NaN          18.9539      0.2086       
