WELLNAME = well123
STDEP  =  3500.0000    
ENDEP  =  4513.9375    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNL, GR, P_AC, R1, RT, RXO, SONPHI, VSH, VSH1

#DEPTH       AC           CAL          CNL          GR           P_AC         R1           RT           RXO          SONPHI       VSH          VSH1         
4351.8750    47.7866      16.2955      0.1829       26.1341      48.2707      55.9988      3556.9429    735.6406     0.0273       0.1152       11.5244      
4352.0000    47.5351      16.3611      0.1371       22.7155      47.9333      55.8104      3971.6387    781.0808     0.0249       0.0908       9.0825       
4352.1250    47.3062      16.4274      0.1061       19.7419      47.6262      56.3170      4225.9648    829.4515     0.0227       0.0696       6.9585       
4352.2500    47.5309      16.4290      0.1050       17.3650      47.9277      56.6973      4416.8076    880.6995     0.0249       0.0526       5.2607       
4352.3750    47.7107      16.3048      0.1333       16.0302      48.1689      56.8244      4831.6885    926.5581     0.0266       0.0431       4.3073       
4352.5000    47.8449      16.2426      0.1765       17.2267      48.3490      56.9515      5095.1650    957.0277     0.0279       0.0516       5.1619       
4352.6250    47.7068      16.1183      0.2051       19.6143      48.1637      57.2055      5166.6865    968.2570     0.0265       0.0687       6.8674       
4352.7500    47.4781      16.1202      0.2338       18.7262      47.8568      57.3326      5155.4355    972.8595     0.0244       0.0623       6.2330       
4352.8750    47.4080      16.0592      0.2772       15.3064      47.7628      57.5868      5375.0938    982.0175     0.0237       0.0379       3.7903       
4353.0000    47.5646      16.0612      0.2911       14.1205      47.9729      57.6505      5602.7998    982.1504     0.0252       0.0294       2.9432       
4353.1250    47.6988      16.1273      0.3342       14.7219      48.1530      57.2728      5616.5005    971.0232     0.0265       0.0337       3.3728       
4353.2500    47.8557      16.1294      0.3329       14.8756      48.3635      56.5161      5464.3604    946.9248     0.0280       0.0348       3.4825       
4353.3750    47.9447      16.1950      0.3320       16.9654      48.4829      55.3176      5231.1260    906.5283     0.0288       0.0498       4.9753       
4353.5000    48.0336      16.1982      0.3308       18.3103      48.6021      54.7498      5054.5410    854.0253     0.0297       0.0594       5.9359       
4353.6250    47.9635      16.2631      0.3291       18.6134      48.5081      53.9932      4894.5010    804.4324     0.0290       0.0615       6.1524       
4353.7500    47.8253      16.2026      0.3135       20.8528      48.3226      52.8579      4750.6880    770.0645     0.0277       0.0775       7.7520       
4353.8750    47.8233      16.2040      0.2675       22.9422      48.3200      52.2272      4707.8408    773.7359     0.0277       0.0924       9.2444       
4354.0000    47.8670      16.1436      0.2216       19.0766      48.3786      51.0917      4840.7578    775.5869     0.0281       0.0648       6.4833       
4354.1250    47.9103      16.1460      0.1606       16.2517      48.4367      50.3982      4999.9814    775.7028     0.0285       0.0447       4.4655       
4354.2500    47.8857      16.2109      0.1148       13.2789      48.4037      51.2834      5164.6611    810.6041     0.0282       0.0234       2.3421       
4354.3750    47.6340      16.4038      0.0388       14.4759      48.0660      52.2320      5248.9580    866.6450     0.0259       0.0320       3.1971       
4354.5000    47.3824      16.7240      -0.0067      15.6730      47.7284      53.1171      5189.6084    876.7668     0.0234       0.0405       4.0521       
4354.6250    47.3126      16.9171      -0.0678      16.8695      47.6348      53.9389      5287.1172    887.0846     0.0228       0.0491       4.9068       
4354.7500    47.4015      16.9822      -0.0985      18.0655      47.7540      54.7609      5227.9814    897.4703     0.0236       0.0576       5.7611       
4354.8750    47.5580      16.9846      -0.1299      19.2610      47.9640      55.7723      4890.3545    839.6609     0.0251       0.0662       6.6150       
4355.0000    47.6243      16.9233      -0.1160      16.5860      48.0529      56.9735      4575.0996    798.2385     0.0258       0.0470       4.7043       
4355.1250    47.5543      16.7986      -0.0425      16.1446      47.9590      57.6058      4420.0566    769.4550     0.0251       0.0439       4.3890       
4355.2500    47.5522      16.5477      0.2090       15.8521      47.9563      57.5440      4270.7129    743.4690     0.0251       0.0418       4.1800       
4355.3750    47.6866      16.4855      0.4016       15.4117      48.1366      57.2923      4107.3828    726.5922     0.0264       0.0387       3.8655       
4355.5000    47.9341      16.2972      0.6534       14.9686      48.4687      57.1045      3995.7632    715.0607     0.0287       0.0355       3.5490       
4355.6250    48.1366      16.1724      0.8013       12.1457      48.7404      56.9161      3860.6331    708.6187     0.0306       0.0153       1.5326       
4355.7500    48.1574      16.0479      0.9340       9.4700       48.7683      56.7281      3781.9951    705.4620     0.0308       0.0000       -0.3786      
4355.8750    47.9056      15.9869      0.9923       9.9215       48.4304      56.5392      3730.5225    707.1761     0.0284       0.0000       -0.0561      
4356.0000    47.6993      15.9259      0.9314       11.1180      48.1537      56.3506      3705.3882    712.1968     0.0265       0.0080       0.7986       
4356.1250    47.4931      15.9275      0.8407       9.7826       47.8769      56.0988      3722.9287    718.8781     0.0245       0.0000       -0.1553      
4356.2500    47.4232      15.9300      0.7204       10.5340      47.7832      55.7213      3801.6094    725.6326     0.0238       0.0038       0.3814       
4356.3750    47.4211      15.9966      0.6151       10.9849      47.7804      55.4696      3864.0608    735.8165     0.0238       0.0070       0.7035       
4356.5000    47.4418      16.0617      0.4647       11.7348      47.8081      55.2181      3991.3303    754.8558     0.0240       0.0124       1.2391       
4356.6250    47.5303      16.1269      0.3592       12.3363      47.9269      55.7875      4122.6450    770.7668     0.0249       0.0167       1.6688       
4356.7500    47.5745      16.3202      0.2536       12.9361      47.9862      56.2306      4357.8936    790.6512     0.0253       0.0210       2.0972       
4356.8750    47.6632      16.3223      0.1931       12.6431      48.1052      57.0531      4553.0488    818.6097     0.0261       0.0189       1.8879       
4357.0000    47.7973      16.3244      0.1024       15.1800      48.2851      57.4962      4627.6318    845.5460     0.0274       0.0370       3.7000       
4357.1250    47.9086      16.2636      0.0714       18.7609      48.4345      57.6862      4747.3711    879.3680     0.0285       0.0626       6.2578       
4357.2500    48.0432      16.2015      0.0551       20.5517      48.6151      58.1293      4949.3018    895.8179     0.0297       0.0754       7.5369       
4357.3750    48.1771      16.1407      0.0542       23.6843      48.7947      58.6356      5206.6572    889.8107     0.0310       0.0977       9.7745       
4357.5000    48.2891      16.1439      0.0826       22.4983      48.9450      59.0155      5159.7314    869.6455     0.0321       0.0893       8.9274       
4357.6250    48.3552      16.0813      0.1111       25.3337      49.0337      58.8272      5256.4961    885.9360     0.0327       0.1095       10.9526      
4357.7500    48.3985      16.0847      0.1246       23.4020      49.0918      58.4494      5173.3008    863.9508     0.0331       0.0957       9.5728       
4357.8750    48.2601      16.0230      0.1536       19.6842      48.9061      58.0719      5009.7930    821.4359     0.0318       0.0692       6.9173       
4358.0000    48.1220      16.0246      0.1821       19.5406      48.7208      57.7570      4907.5957    786.3351     0.0305       0.0681       6.8147       
4358.1250    48.0294      15.9636      0.2104       22.6733      48.5966      57.4424      4953.7788    766.6998     0.0296       0.0905       9.0524       
4358.2500    47.9139      15.9673      0.2390       24.9125      48.4416      57.0021      5034.9253    775.7169     0.0285       0.1065       10.6518      
4358.3750    47.7755      15.9680      0.2525       21.9388      48.2558      56.8764      5189.0176    812.4590     0.0272       0.0853       8.5277       
4358.5000    47.6828      16.0336      0.2516       21.1995      48.1315      56.6246      5422.1045    850.8055     0.0263       0.0800       7.9996       
4358.6250    47.5903      16.1002      0.2796       19.7171      48.0074      56.3100      5744.5400    897.2672     0.0254       0.0694       6.9408       
4358.7500    47.5658      16.1655      0.2789       17.6363      47.9744      56.1217      6114.3301    957.2623     0.0252       0.0545       5.4545       
4358.8750    47.5185      16.4222      0.2477       15.2582      47.9110      56.6279      6358.4102    997.8929     0.0248       0.0376       3.7559       
4359.0000    47.4711      16.6145      0.2464       17.0502      47.8474      56.3133      6568.0361    1054.6952    0.0243       0.0504       5.0358       
4359.1250    47.4689      16.7439      0.2452       14.6736      47.8445      55.9356      6911.0029    1114.7786    0.0243       0.0334       3.3383       
4359.2500    47.4671      16.6191      0.2441       12.4449      47.8421      55.5578      7253.8896    1159.4767    0.0243       0.0175       1.7464       
4359.3750    47.4875      16.4941      0.2430       13.4922      47.8695      55.2435      7579.5859    1200.4390    0.0245       0.0249       2.4944       
4359.5000    47.5316      16.4331      0.2413       13.7948      47.9286      55.1181      7756.9482    1225.6521    0.0249       0.0271       2.7106       
4359.6250    47.6202      16.4354      0.2403       14.8421      48.0475      55.3720      7307.3477    1192.4204    0.0257       0.0346       3.4587       
4359.7500    47.7546      16.4377      0.2390       16.6346      48.2279      55.7517      7092.4141    1160.1021    0.0270       0.0474       4.7390       
4359.8750    47.8429      16.4400      0.2380       17.9803      48.3464      56.0685      6900.2788    1133.8306    0.0278       0.0570       5.7002       
4360.0000    47.8412      16.5694      0.2068       19.0292      48.3440      55.1023      6682.0693    1118.4158    0.0278       0.0645       6.4495       
4360.1250    47.6577      16.6985      0.2055       20.2255      48.0978      54.4720      7264.6255    1136.7612    0.0261       0.0730       7.3039       
4360.2500    47.5653      16.8915      0.1897       21.2729      47.9738      55.0419      7622.6875    1190.5518    0.0252       0.0805       8.0520       
4360.3750    47.5858      17.0847      0.1586       20.3845      48.0014      55.6118      7163.4688    1232.5797    0.0254       0.0742       7.4175       
4360.5000    47.7427      16.9594      0.1277       20.3899      48.2119      56.1186      7315.1855    1276.0616    0.0269       0.0742       7.4213       
4360.6250    47.9678      16.7713      0.0962       20.9904      48.5139      56.6885      7470.6211    1267.4562    0.0290       0.0785       7.8503       
4360.7500    48.3745      16.5204      0.0656       22.4867      49.0596      57.2587      6971.6919    1244.5182    0.0329       0.0892       8.9191       
4360.8750    48.8492      16.4580      0.0195       23.5330      49.6965      57.5124      7006.7202    1236.0798    0.0373       0.0967       9.6664       
4361.0000    49.0743      16.3334      -0.0114      25.4751      49.9986      57.8924      7645.8110    1297.7458    0.0394       0.1105       11.0537      
4361.1250    48.8454      16.2719      -0.0130      27.5651      49.6915      58.4624      8329.9326    1390.9001    0.0373       0.1255       12.5465      
4361.2500    48.3894      16.2104      -0.0140      25.0379      49.0795      58.7164      8868.9365    1554.6724    0.0330       0.1074       10.7414      
4361.3750    48.0470      16.1506      -0.0152      23.2559      48.6202      58.2752      9879.0469    1823.3352    0.0298       0.0947       9.4685       
4361.5000    47.7953      16.1520      -0.0164      19.3887      48.2825      57.8341      10086.3027   2239.9351    0.0274       0.0671       6.7062       
4361.6250    47.9069      16.1543      -0.0178      18.2030      48.4322      57.8989      10134.2900   2692.1729    0.0285       0.0586       5.8593       
4361.7500    48.2679      16.1568      -0.0189      19.9962      48.9166      58.2157      10182.5791   3147.2681    0.0319       0.0714       7.1401       
4361.8750    48.6067      16.1593      -0.0205      21.0425      49.3711      57.5225      10183.9990   3309.6587    0.0350       0.0789       7.8875       
4362.0000    48.8545      16.1612      -0.0218      21.9420      49.7036      57.0807      10185.6426   3047.0022    0.0374       0.0853       8.5300       
4362.1250    48.9207      16.1637      -0.0227      23.8842      49.7924      56.6399      10163.5000   2778.9512    0.0380       0.0992       9.9173       
4362.2500    48.6691      16.1655      0.0054       24.3353      49.4549      57.4626      9369.0625    2575.9658    0.0356       0.1024       10.2395      
4362.3750    48.3493      16.1672      0.0046       23.2980      49.0258      58.4746      8245.1543    2564.0076    0.0326       0.0950       9.4986       
4362.5000    48.0976      16.1708      -0.0261      22.1117      48.6881      59.4236      7354.2324    2500.4106    0.0303       0.0865       8.6512       
4362.6250    48.0729      16.1727      -0.0276      22.2660      48.6549      60.2463      6019.0439    2361.0874    0.0300       0.0876       8.7614       
4362.7500    48.2297      16.2381      -0.0437      25.1014      48.8653      61.0690      4814.8994    2199.0293    0.0315       0.1079       10.7867      
4362.8750    48.4094      16.2408      -0.0598      24.5104      49.1064      61.2598      3873.1975    1924.8416    0.0332       0.1036       10.3646      
4363.0000    48.5662      16.3065      -0.0615      22.4304      49.3168      61.1346      3073.7183    1642.6531    0.0347       0.0888       8.8788       
4363.1250    48.7234      16.3083      -0.0328      22.1378      49.5278      61.1362      2687.9604    1423.3203    0.0361       0.0867       8.6699       
4363.2500    48.8577      16.3737      -0.0040      20.8020      49.7079      61.2635      2385.2180    1403.6273    0.0374       0.0772       7.7157       
4363.3750    48.9689      16.5040      0.0246       19.0199      49.8571      61.7073      2272.7454    1334.4475    0.0384       0.0644       6.4428       
4363.5000    49.0353      16.5692      0.0386       18.4293      49.9462      62.0242      2528.3320    1367.5800    0.0390       0.0602       6.0210       
4363.6250    48.9652      16.6351      0.0968       20.8179      49.8522      62.5312      3166.1936    1729.5828    0.0384       0.0773       7.7271       
4363.7500    48.8726      16.7007      0.1848       22.1644      49.7280      62.9748      3989.9629    2459.3140    0.0375       0.0869       8.6889       
4363.8750    48.8253      16.7028      0.2582       24.1056      49.6644      63.4815      3259.5142    2470.2583    0.0371       0.1008       10.0755      
4364.0000    48.8006      16.6420      0.4059       26.3453      49.6313      64.0514      2475.1519    1942.5542    0.0369       0.1168       11.6752      
4364.1250    48.8440      16.5807      0.5835       26.4991      49.6895      64.4315      1757.1252    1593.2402    0.0373       0.1179       11.7851      
4364.2500    49.2962      16.5192      0.7759       28.2920      50.2964      64.9382      1305.6359    1234.4226    0.0414       0.1307       13.0657      
4364.3750    49.9980      16.5225      1.0426       30.5317      51.2380      65.4450      740.6967     897.6187     0.0479       0.1467       14.6655      
4364.5000    50.6088      16.5248      1.2056       30.3881      52.0575      66.0152      458.1624     457.7635     0.0534       0.1456       14.5629      
4364.6250    51.1971      16.5261      1.3978       31.7347      52.8468      65.8894      334.7913     342.0014     0.0586       0.1552       15.5248      
4364.7500    51.6040      16.5291      1.5604       33.5276      53.3929      64.6900      294.4520     301.9337     0.0622       0.1681       16.8054      
4364.8750    52.0561      16.5305      1.7081       35.6190      53.9994      63.2379      231.1176     257.4208     0.0662       0.1830       18.2993      
4365.0000    52.3268      16.5328      1.8110       36.5171      54.3626      62.1017      192.6280     204.4221     0.0686       0.1894       18.9408      
4365.1250    52.4155      16.5987      1.8698       32.4999      54.4817      61.2815      221.4778     216.2096     0.0693       0.1607       16.0713      
4365.2500    52.4815      16.6017      1.8685       34.7403      54.5703      59.7032      252.3449     247.0905     0.0699       0.1767       17.6716      
4365.3750    52.7976      16.6033      1.7033       35.0430      54.9944      58.4407      215.6024     220.5145     0.0726       0.1789       17.8879      
4365.5000    53.2952      16.6703      1.5084       36.9850      55.6620      57.9358      212.7345     230.8684     0.0769       0.1927       19.2750      
4365.6250    53.7927      16.6710      1.4626       39.6718      56.3296      56.5468      270.0556     309.1699     0.0811       0.2119       21.1941      
4365.7500    54.2676      16.6742      1.5953       38.1886      56.9668      55.1578      353.5825     402.9993     0.0851       0.2013       20.1347      
4365.8750    53.4028      16.6758      1.8623       35.3625      55.8065      54.0848      325.5494     352.0755     0.0778       0.1812       18.1161      
4366.0000    52.1750      16.7419      2.3080       34.1756      54.1590      55.0339      274.5661     292.4278     0.0672       0.1727       17.2683      
4366.1250    52.7023      16.7440      2.8876       35.9691      54.8665      56.2357      214.3897     238.7359     0.0718       0.1855       18.5494      
4366.2500    54.2827      16.7470      3.4973       35.3786      56.9870      55.8578      163.3828     188.0049     0.0852       0.1813       18.1276      
4366.3750    56.0743      16.7484      4.0324       35.6820      59.3909      53.2051      121.9032     143.1617     0.1000       0.1834       18.3443      
4366.5000    58.2293      16.7512      4.3441       35.3883      62.2825      51.1842      103.3407     120.3229     0.1171       0.1813       18.1345      
4366.6250    61.0484      16.8168      3.9552       32.8617      66.0651      49.1631      105.5211     119.4967     0.1386       0.1633       16.3298      
4366.7500    59.3607      16.8189      3.7755       30.3340      63.8005      47.0790      103.8768     113.3824     0.1259       0.1452       14.5243      
4366.8750    57.5423      16.8843      3.5508       31.8291      61.3607      46.7643      92.5992      108.0155     0.1117       0.1559       15.5922      
4367.0000    56.4170      16.8870      3.8474       33.6222      59.8508      44.8698      94.7403      110.3187     0.1028       0.1687       16.8730      
4367.1250    58.6966      16.8898      3.5634       34.5214      62.9095      42.3435      91.9552      114.1959     0.1208       0.1752       17.5153      
4367.2500    61.9186      16.8919      3.1301       35.5691      67.2326      40.8910      87.8193      103.9235     0.1451       0.1826       18.2636      
4367.3750    63.4834      16.8304      2.6669       37.9597      69.3323      39.4389      92.9033      103.6865     0.1564       0.1997       19.9712      
4367.5000    59.0995      16.8325      2.2186       39.4533      63.4501      37.8603      109.4380     114.5983     0.1239       0.2104       21.0380      
4367.6250    57.5310      16.7707      1.8600       41.6933      61.3455      36.9769      146.7057     139.2608     0.0000       0.2264       22.6381      
4367.7500    54.6002      16.7733      1.5758       39.7631      57.4130      36.7254      206.8567     189.6507     0.0879       0.2126       21.2594      
4367.8750    51.3060      16.8391      1.3958       37.6822      52.9930      37.2321      276.4512     267.6793     0.0596       0.1977       19.7730      
4368.0000    49.1925      16.9048      1.3646       36.4947      50.1571      37.8020      355.4662     345.8586     0.0405       0.1892       18.9248      
4368.1250    48.7365      16.9071      1.3188       37.6920      49.5453      38.5621      396.6122     384.0952     0.0363       0.1978       19.7800      
4368.2500    49.6652      16.9096      1.2578       36.5055      50.7915      39.0686      385.8188     360.1157     0.0448       0.1893       18.9325      
4368.3750    50.1632      16.7846      1.1671       32.7863      51.4596      39.6388      402.2548     347.9195     0.0494       0.1628       16.2759      
4368.5000    50.9101      16.7235      1.0618       30.2590      52.4617      40.1452      444.6773     398.7328     0.0561       0.1447       14.4707      
4368.6250    51.0900      16.6621      0.8964       28.6260      52.7032      40.6517      539.2819     505.5978     0.0577       0.1330       13.3043      
4368.7500    50.3613      16.7282      0.7762       26.5456      51.7254      41.0320      1159.3102    752.9411     0.0512       0.1182       11.8183      
4368.8750    49.7692      16.7302      0.6560       25.6560      50.9309      41.6023      1387.0977    977.9241     0.0458       0.1118       11.1828      
4369.0000    49.3360      16.7323      0.5354       27.1506      50.3497      41.9191      1100.9150    977.7079     0.0418       0.1225       12.2505      
4369.1250    49.5384      16.7989      0.5043       27.7519      50.6212      42.6157      875.9767     809.9818     0.0437       0.1268       12.6799      
4369.2500    49.8771      16.8638      0.4880       29.2471      51.0757      43.2485      740.2568     672.2677     0.0468       0.1375       13.7480      
4369.3750    49.6252      16.9297      0.4272       28.6571      50.7378      43.9452      631.2170     553.9461     0.0445       0.1333       13.3265      
4369.5000    49.6005      16.8684      0.3217       28.0659      50.7045      44.5783      558.6107     484.3377     0.0442       0.1290       12.9042      
4369.6250    49.7571      16.8707      0.2462       30.3061      50.9147      45.0847      510.6422     435.6569     0.0457       0.1450       14.5044      
4369.7500    49.8463      16.7468      0.1255       27.0332      51.0344      45.8442      568.3358     428.8683     0.0465       0.1217       12.1666      
4369.8750    49.6628      16.6844      0.0648       24.5057      50.7882      46.9831      684.5450     503.3804     0.0448       0.1036       10.3612      
4370.0000    49.4112      16.5593      0.0488       27.6404      50.4506      47.4264      892.7798     604.0161     0.0425       0.1260       12.6003      
4370.1250    49.0457      16.4347      0.0922       24.6659      49.9602      48.3126      1469.5945    1005.7782    0.0391       0.1048       10.4756      
4370.2500    48.7488      16.3732      0.1506       22.2873      49.5618      48.7558      2392.0210    2018.5249    0.0364       0.0878       8.7766       
4370.3750    48.4513      16.1853      0.2240       24.9734      49.1626      49.5153      2837.8638    2681.1865    0.0336       0.1070       10.6953      
4370.5000    48.5178      16.0611      0.3119       30.1941      49.2519      50.5279      1998.7026    1812.5398    0.0342       0.1442       14.4244      
4370.6250    48.9247      15.9989      0.3406       33.4768      49.7978      51.2242      1528.3408    1371.3450    0.0380       0.1677       16.7692      
4370.7500    49.3087      15.9384      0.3245       36.3131      50.3131      51.5410      1239.5959    1047.2312    0.0416       0.1880       18.7951      
4370.8750    49.5566      15.8764      0.2637       39.0015      50.6457      52.1741      1104.1475    928.7993     0.0438       0.2072       20.7154      
4371.0000    49.5998      15.8785      0.1880       35.5789      50.7037      52.7444      1035.1304    889.0565     0.0442       0.1827       18.2706      
4371.1250    49.5526      15.8812      0.1565       32.1573      50.6403      52.9981      1229.2687    1172.0212    0.0438       0.1583       15.8267      
4371.2500    49.4371      15.8831      0.1406       31.2682      50.4854      53.3155      1679.6206    1481.5054    0.0427       0.1519       15.1916      
4371.3750    49.2310      15.9485      0.1394       29.0396      50.2088      53.6327      2145.6216    1834.4963    0.0408       0.1360       13.5997      
4371.5000    48.9111      16.0784      0.1682       28.5969      49.7796      54.0759      2252.8892    2067.4604    0.0379       0.1328       13.2835      
4371.6250    48.3866      16.1440      0.3010       32.0303      49.0758      54.8354      1838.0027    1657.8013    0.0330       0.1574       15.7360      
4371.7500    47.9532      16.2733      0.4786       32.7796      48.4943      56.0373      1374.7051    1149.6113    0.0289       0.1627       16.2712      
4371.8750    48.2692      16.3400      0.6710       33.2320      48.9184      57.4287      739.9477     573.3412     0.0319       0.1659       16.5943      
4372.0000    49.3120      16.4048      0.7741       36.5154      50.3175      56.0397      279.1396     277.4014     0.0416       0.1894       18.9396      
4372.1250    50.4456      16.3435      0.6237       39.3513      51.8385      54.5873      263.7607     280.6550     0.0519       0.2097       20.9653      
4372.2500    51.2384      16.3458      0.5035       35.6322      52.9023      53.0087      277.4852     287.9005     0.0590       0.1831       18.3087      
4372.3750    50.8050      16.2216      0.3532       31.7629      52.3208      51.8093      298.8823     307.9913     0.0551       0.1554       15.5449      
4372.5000    50.0763      16.2235      0.1880       30.4272      51.3430      51.1155      351.8608     373.4720     0.0486       0.1459       14.5909      
4372.6250    49.5067      16.2258      0.0825       30.1340      50.5788      50.9906      719.8615     814.4652     0.0434       0.1438       14.3815      
4372.7500    49.3230      16.2912      -0.0085      27.9043      50.3322      51.1179      1302.8033    1399.7227    0.0417       0.1279       12.7888      
4372.8750    49.4574      16.4211      -0.0394      26.7181      50.5125      51.3087      1820.4033    1843.5631    0.0429       0.1194       11.9415      
4373.0000    49.4325      16.4868      -0.0256      25.0838      50.4791      51.9424      2515.5005    2354.4622    0.0427       0.1077       10.7742      
4373.1250    49.0901      16.5529      0.0028       22.7045      50.0197      52.3225      2730.6768    2980.1392    0.0395       0.0907       9.0746       
4373.2500    48.6795      16.5552      0.0613       22.2628      49.4688      52.8289      2893.3657    3143.5728    0.0357       0.0876       8.7591       
4373.3750    48.2686      16.5575      0.1644       24.5033      48.9174      53.5887      2356.3096    2803.8257    0.0319       0.1036       10.3595      
4373.5000    48.0170      16.5593      0.2676       26.4457      48.5799      54.0952      1765.6328    2016.7288    0.0295       0.1175       11.7470      
4373.6250    48.2195      16.5614      0.4601       31.5175      48.8516      54.7283      1446.1078    1613.9224    0.0314       0.1537       15.3696      
4373.7500    49.3981      16.5004      0.6823       31.5234      50.4330      55.6141      1091.9884    1338.9192    0.0424       0.1537       15.3738      
4373.8750    50.1684      16.5027      0.8600       32.5724      51.4666      56.3105      724.6334     1027.4038    0.0494       0.1612       16.1231      
4374.0000    50.6664      16.4414      1.0822       35.2589      52.1348      57.0700      481.9026     762.7034     0.0539       0.1804       18.0421      
4374.1250    51.3684      16.4439      1.2301       40.3324      53.0767      55.9969      306.3881     585.9825     0.0000       0.2167       21.6660      
4374.2500    51.1621      16.3829      1.3332       42.7199      52.7998      54.4181      216.6098     391.6246     0.0000       0.2337       23.3713      
4374.3750    51.2964      16.3852      1.2574       46.4512      52.9802      51.7022      174.5430     245.7749     0.0000       0.2604       26.0366      
4374.5000    52.5436      16.3868      1.0774       48.5423      54.6536      49.5550      156.0374     192.8943     0.0000       0.2753       27.5302      
4374.6250    53.6318      16.3893      0.8973       40.5009      56.1136      47.7237      165.6930     202.4590     0.0000       0.2179       21.7863      
4374.7500    52.7441      16.3923      0.7024       34.9931      54.9226      46.4614      186.9746     225.2675     0.0722       0.1785       17.8522      
4374.8750    51.0616      16.3932      0.4775       31.7190      52.6650      45.5777      233.3518     266.0034     0.0574       0.1551       15.5136      
4375.0000    49.6970      16.3967      0.2826       32.3210      50.8340      44.8203      366.2232     420.0987     0.0451       0.1594       15.9436      
4375.1250    49.8312      16.3985      0.0877       31.5808      51.0141      44.3160      633.4062     738.3975     0.0463       0.1541       15.4148      
4375.2500    50.1020      16.4004      -0.1075      29.0538      51.3775      44.7595      1051.9587    1051.5969    0.0488       0.1361       13.6099      
4375.3750    50.0092      16.4038      -0.2130      27.5679      51.2530      45.2663      4530.3296    2802.4641    0.0480       0.1255       12.5485      
4375.5000    49.2348      16.4050      -0.1545      28.4668      50.2140      46.2163      8959.8037    7557.9438    0.0409       0.1319       13.1906      
4375.6250    48.6879      16.4075      -0.0367      26.3864      49.4801      46.4696      10111.1660   9790.1572    0.0358       0.1170       11.7046      
4375.7500    48.2090      16.4093      0.0514       24.7520      48.8375      46.9132      10066.3711   9791.5195    0.0313       0.1054       10.5371      
4375.8750    47.8209      16.4119      0.0952       25.6514      48.3168      47.4199      10067.5596   9792.8828    0.0276       0.1118       11.1796      
4376.0000    47.7736      16.4144      0.1832       26.8484      48.2533      47.9264      9842.0830    9573.7021    0.0272       0.1203       12.0346      
4376.1250    47.9079      16.4160      0.1970       27.5994      48.4335      48.7496      8892.9844    8771.4795    0.0285       0.1257       12.5710      
4376.2500    48.1559      16.4186      0.0766       28.5000      48.7663      49.1932      8955.6494    9017.2637    0.0308       0.1321       13.2143      
4376.3750    48.9488      16.4218      0.0158       27.7597      49.8301      49.6999      9167.1592    9316.7461    0.0382       0.1269       12.6855      
4376.5000    49.3784      16.4227      0.0292       26.4227      50.4066      50.2064      9937.2129    9982.6504    0.0422       0.1173       11.7305      
4376.6250    48.8994      16.4888      0.0578       25.2358      49.7639      50.6496      10076.1191   10076.0410   0.0378       0.1088       10.8827      
4376.7500    48.5342      16.4923      0.1012       25.2412      49.2739      51.4091      10077.7393   10077.5957   0.0344       0.1089       10.8865      
4376.8750    48.1232      16.4939      0.1447       27.7805      48.7224      52.1686      10055.9023   10009.6738   0.0305       0.1270       12.7004      
4377.0000    48.0533      16.4964      0.2032       29.1266      48.6286      53.1183      10010.9209   9919.0811    0.0298       0.1366       13.6619      
4377.1250    48.0738      16.4983      0.2613       30.4732      48.6561      53.4980      9673.1621    9628.1816    0.0300       0.1462       14.6237      
4377.2500    48.1173      16.5008      0.2898       30.6271      48.7144      54.1946      9741.4053    9854.1855    0.0304       0.1473       14.7336      
4377.3750    48.4109      16.5033      0.3040       28.2485      49.1085      54.8906      8976.7969    8183.4375    0.0332       0.1303       13.0346      
4377.5000    48.7043      16.5059      0.3023       28.1037      49.5021      55.5869      5894.5469    6186.2832    0.0360       0.1293       12.9312      
4377.6250    48.2023      16.4437      0.3014       28.1096      48.8285      56.0305      4092.6702    4658.4111    0.0312       0.1294       12.9354      
4377.7500    47.9734      16.4453      0.2553       29.4563      48.5215      55.5894      3635.6475    3728.8521    0.0291       0.1390       13.8973      
4377.8750    48.5847      16.3851      0.1648       30.2062      49.3416      55.5909      3905.6685    3970.0386    0.0348       0.1443       14.4330      
4378.0000    49.2868      16.3232      0.0292       25.4425      50.2837      56.0342      4513.6924    4696.0483    0.0414       0.1103       11.0303      
4378.1250    49.2395      16.2623      -0.0612      22.3186      50.2203      56.5412      6139.4473    6945.9321    0.0409       0.0880       8.7990       
4378.2500    48.8287      16.2639      -0.1667      20.9815      49.6690      56.7949      10025.8145   9956.2949    0.0371       0.0784       7.8439       
4378.3750    48.8722      16.2029      -0.2276      23.0733      49.7273      56.4801      10096.6621   10003.8926   0.0375       0.0934       9.3381       
4378.5000    48.9157      16.2049      -0.2438      23.2277      49.7858      55.6599      10098.0703   10028.6152   0.0379       0.0945       9.4483       
4378.6250    48.8910      16.2713      -0.2452      26.0647      49.7526      54.9031      10099.5498   10052.9688   0.0377       0.1147       11.4748      
4378.7500    48.7757      16.2734      -0.2315      28.7528      49.5979      54.5881      10100.9590   10054.4414   0.0366       0.1339       13.3949      
4378.8750    48.5920      16.2750      -0.2178      31.4409      49.3514      54.2731      10102.5117   10032.7266   0.0349       0.1531       15.3149      
4379.0000    48.3629      16.3416      -0.2046      28.7630      49.0440      54.5905      10104.0645   10011.2217   0.0328       0.1340       13.4021      
